"train/episode","helpful-fog-1823 - train/success_rate","helpful-fog-1823 - train/success_rate__MIN","helpful-fog-1823 - train/success_rate__MAX","helpful-fog-1823 - _step","helpful-fog-1823 - _step__MIN","helpful-fog-1823 - _step__MAX","avid-butterfly-1822 - train/success_rate","avid-butterfly-1822 - train/success_rate__MIN","avid-butterfly-1822 - train/success_rate__MAX","avid-butterfly-1822 - _step","avid-butterfly-1822 - _step__MIN","avid-butterfly-1822 - _step__MAX","ppo-seed-sweep-19 - train/success_rate","ppo-seed-sweep-19 - train/success_rate__MIN","ppo-seed-sweep-19 - train/success_rate__MAX","ppo-seed-sweep-19 - _step","ppo-seed-sweep-19 - _step__MIN","ppo-seed-sweep-19 - _step__MAX","volcanic-sweep-17 - train/success_rate","volcanic-sweep-17 - train/success_rate__MIN","volcanic-sweep-17 - train/success_rate__MAX","volcanic-sweep-17 - _step","volcanic-sweep-17 - _step__MIN","volcanic-sweep-17 - _step__MAX","ppo-seed-sweep-16 - train/success_rate","ppo-seed-sweep-16 - train/success_rate__MIN","ppo-seed-sweep-16 - train/success_rate__MAX","ppo-seed-sweep-16 - _step","ppo-seed-sweep-16 - _step__MIN","ppo-seed-sweep-16 - _step__MAX","skilled-sweep-15 - train/success_rate","skilled-sweep-15 - train/success_rate__MIN","skilled-sweep-15 - train/success_rate__MAX","skilled-sweep-15 - _step","skilled-sweep-15 - _step__MIN","skilled-sweep-15 - _step__MAX","playful-sweep-14 - train/success_rate","playful-sweep-14 - train/success_rate__MIN","playful-sweep-14 - train/success_rate__MAX","playful-sweep-14 - _step","playful-sweep-14 - _step__MIN","playful-sweep-14 - _step__MAX","pious-sweep-13 - train/success_rate","pious-sweep-13 - train/success_rate__MIN","pious-sweep-13 - train/success_rate__MAX","pious-sweep-13 - _step","pious-sweep-13 - _step__MIN","pious-sweep-13 - _step__MAX","crisp-sweep-12 - train/success_rate","crisp-sweep-12 - train/success_rate__MIN","crisp-sweep-12 - train/success_rate__MAX","crisp-sweep-12 - _step","crisp-sweep-12 - _step__MIN","crisp-sweep-12 - _step__MAX","worthy-sweep-9 - train/success_rate","worthy-sweep-9 - train/success_rate__MIN","worthy-sweep-9 - train/success_rate__MAX","worthy-sweep-9 - _step","worthy-sweep-9 - _step__MIN","worthy-sweep-9 - _step__MAX","treasured-sweep-8 - train/success_rate","treasured-sweep-8 - train/success_rate__MIN","treasured-sweep-8 - train/success_rate__MAX","treasured-sweep-8 - _step","treasured-sweep-8 - _step__MIN","treasured-sweep-8 - _step__MAX","sparkling-sweep-7 - train/success_rate","sparkling-sweep-7 - train/success_rate__MIN","sparkling-sweep-7 - train/success_rate__MAX","sparkling-sweep-7 - _step","sparkling-sweep-7 - _step__MIN","sparkling-sweep-7 - _step__MAX","deft-sweep-6 - train/success_rate","deft-sweep-6 - train/success_rate__MIN","deft-sweep-6 - train/success_rate__MAX","deft-sweep-6 - _step","deft-sweep-6 - _step__MIN","deft-sweep-6 - _step__MAX","distinctive-sweep-5 - train/success_rate","distinctive-sweep-5 - train/success_rate__MIN","distinctive-sweep-5 - train/success_rate__MAX","distinctive-sweep-5 - _step","distinctive-sweep-5 - _step__MIN","distinctive-sweep-5 - _step__MAX","clean-sweep-4 - train/success_rate","clean-sweep-4 - train/success_rate__MIN","clean-sweep-4 - train/success_rate__MAX","clean-sweep-4 - _step","clean-sweep-4 - _step__MIN","clean-sweep-4 - _step__MAX","fanciful-sweep-3 - train/success_rate","fanciful-sweep-3 - train/success_rate__MIN","fanciful-sweep-3 - train/success_rate__MAX","fanciful-sweep-3 - _step","fanciful-sweep-3 - _step__MIN","fanciful-sweep-3 - _step__MAX","icy-sweep-1 - train/success_rate","icy-sweep-1 - train/success_rate__MIN","icy-sweep-1 - train/success_rate__MAX","icy-sweep-1 - _step","icy-sweep-1 - _step__MIN","icy-sweep-1 - _step__MAX","breezy-sweep-19 - train/success_rate","breezy-sweep-19 - train/success_rate__MIN","breezy-sweep-19 - train/success_rate__MAX","breezy-sweep-19 - _step","breezy-sweep-19 - _step__MIN","breezy-sweep-19 - _step__MAX","misty-sweep-16 - train/success_rate","misty-sweep-16 - train/success_rate__MIN","misty-sweep-16 - train/success_rate__MAX","misty-sweep-16 - _step","misty-sweep-16 - _step__MIN","misty-sweep-16 - _step__MAX","blooming-sweep-15 - train/success_rate","blooming-sweep-15 - train/success_rate__MIN","blooming-sweep-15 - train/success_rate__MAX","blooming-sweep-15 - _step","blooming-sweep-15 - _step__MIN","blooming-sweep-15 - _step__MAX"
"800","1","1","1","800","800","800","1","1","1","800","800","800","0.99","0.99","0.99","800","800","800","0.95","0.95","0.95","800","800","800","0.98","0.98","0.98","800","800","800","0.99","0.99","0.99","800","800","800","1","1","1","800","800","800","0.85","0.85","0.85","800","800","800","0.99","0.99","0.99","800","800","800","1","1","1","800","800","800","0.9","0.9","0.9","800","800","800","0.99","0.99","0.99","800","800","800","0.99","0.99","0.99","800","800","800","0.97","0.97","0.97","800","800","800","1","1","1","800","800","800","1","1","1","800","800","800","0.95","0.95","0.95","800","800","800","1","1","1","800","800","800","1","1","1","800","800","800","0.97","0.97","0.97","800","800","800"
"801","1","1","1","801","801","801","1","1","1","801","801","801","0.99","0.99","0.99","801","801","801","0.95","0.95","0.95","801","801","801","0.98","0.98","0.98","801","801","801","0.99","0.99","0.99","801","801","801","1","1","1","801","801","801","0.85","0.85","0.85","801","801","801","0.99","0.99","0.99","801","801","801","1","1","1","801","801","801","0.9","0.9","0.9","801","801","801","0.99","0.99","0.99","801","801","801","0.99","0.99","0.99","801","801","801","0.97","0.97","0.97","801","801","801","1","1","1","801","801","801","1","1","1","801","801","801","0.95","0.95","0.95","801","801","801","1","1","1","801","801","801","1","1","1","801","801","801","0.97","0.97","0.97","801","801","801"
"802","1","1","1","802","802","802","1","1","1","802","802","802","0.99","0.99","0.99","802","802","802","0.94","0.94","0.94","802","802","802","0.98","0.98","0.98","802","802","802","0.99","0.99","0.99","802","802","802","1","1","1","802","802","802","0.85","0.85","0.85","802","802","802","0.99","0.99","0.99","802","802","802","1","1","1","802","802","802","0.9","0.9","0.9","802","802","802","0.99","0.99","0.99","802","802","802","0.99","0.99","0.99","802","802","802","0.97","0.97","0.97","802","802","802","1","1","1","802","802","802","1","1","1","802","802","802","0.95","0.95","0.95","802","802","802","1","1","1","802","802","802","1","1","1","802","802","802","0.97","0.97","0.97","802","802","802"
"803","1","1","1","803","803","803","1","1","1","803","803","803","0.99","0.99","0.99","803","803","803","0.94","0.94","0.94","803","803","803","0.99","0.99","0.99","803","803","803","0.99","0.99","0.99","803","803","803","1","1","1","803","803","803","0.85","0.85","0.85","803","803","803","0.99","0.99","0.99","803","803","803","1","1","1","803","803","803","0.9","0.9","0.9","803","803","803","0.99","0.99","0.99","803","803","803","0.99","0.99","0.99","803","803","803","0.97","0.97","0.97","803","803","803","1","1","1","803","803","803","1","1","1","803","803","803","0.95","0.95","0.95","803","803","803","1","1","1","803","803","803","1","1","1","803","803","803","0.97","0.97","0.97","803","803","803"
"804","1","1","1","804","804","804","1","1","1","804","804","804","0.99","0.99","0.99","804","804","804","0.94","0.94","0.94","804","804","804","0.99","0.99","0.99","804","804","804","0.99","0.99","0.99","804","804","804","1","1","1","804","804","804","0.85","0.85","0.85","804","804","804","0.99","0.99","0.99","804","804","804","1","1","1","804","804","804","0.9","0.9","0.9","804","804","804","0.99","0.99","0.99","804","804","804","0.99","0.99","0.99","804","804","804","0.97","0.97","0.97","804","804","804","1","1","1","804","804","804","1","1","1","804","804","804","0.95","0.95","0.95","804","804","804","1","1","1","804","804","804","1","1","1","804","804","804","0.97","0.97","0.97","804","804","804"
"805","1","1","1","805","805","805","1","1","1","805","805","805","0.99","0.99","0.99","805","805","805","0.94","0.94","0.94","805","805","805","0.99","0.99","0.99","805","805","805","0.99","0.99","0.99","805","805","805","1","1","1","805","805","805","0.85","0.85","0.85","805","805","805","0.99","0.99","0.99","805","805","805","1","1","1","805","805","805","0.9","0.9","0.9","805","805","805","0.99","0.99","0.99","805","805","805","0.99","0.99","0.99","805","805","805","0.97","0.97","0.97","805","805","805","1","1","1","805","805","805","1","1","1","805","805","805","0.95","0.95","0.95","805","805","805","1","1","1","805","805","805","1","1","1","805","805","805","0.97","0.97","0.97","805","805","805"
"806","1","1","1","806","806","806","1","1","1","806","806","806","0.99","0.99","0.99","806","806","806","0.94","0.94","0.94","806","806","806","0.99","0.99","0.99","806","806","806","0.98","0.98","0.98","806","806","806","1","1","1","806","806","806","0.85","0.85","0.85","806","806","806","0.99","0.99","0.99","806","806","806","1","1","1","806","806","806","0.9","0.9","0.9","806","806","806","0.99","0.99","0.99","806","806","806","0.99","0.99","0.99","806","806","806","0.97","0.97","0.97","806","806","806","1","1","1","806","806","806","1","1","1","806","806","806","0.95","0.95","0.95","806","806","806","1","1","1","806","806","806","1","1","1","806","806","806","0.97","0.97","0.97","806","806","806"
"807","1","1","1","807","807","807","1","1","1","807","807","807","0.99","0.99","0.99","807","807","807","0.94","0.94","0.94","807","807","807","0.99","0.99","0.99","807","807","807","0.98","0.98","0.98","807","807","807","1","1","1","807","807","807","0.85","0.85","0.85","807","807","807","0.99","0.99","0.99","807","807","807","1","1","1","807","807","807","0.9","0.9","0.9","807","807","807","0.99","0.99","0.99","807","807","807","0.99","0.99","0.99","807","807","807","0.97","0.97","0.97","807","807","807","1","1","1","807","807","807","1","1","1","807","807","807","0.95","0.95","0.95","807","807","807","1","1","1","807","807","807","1","1","1","807","807","807","0.97","0.97","0.97","807","807","807"
"808","1","1","1","808","808","808","1","1","1","808","808","808","0.99","0.99","0.99","808","808","808","0.94","0.94","0.94","808","808","808","0.99","0.99","0.99","808","808","808","0.98","0.98","0.98","808","808","808","1","1","1","808","808","808","0.85","0.85","0.85","808","808","808","0.99","0.99","0.99","808","808","808","1","1","1","808","808","808","0.9","0.9","0.9","808","808","808","0.99","0.99","0.99","808","808","808","0.99","0.99","0.99","808","808","808","0.97","0.97","0.97","808","808","808","1","1","1","808","808","808","1","1","1","808","808","808","0.95","0.95","0.95","808","808","808","1","1","1","808","808","808","1","1","1","808","808","808","0.97","0.97","0.97","808","808","808"
"809","1","1","1","809","809","809","1","1","1","809","809","809","0.99","0.99","0.99","809","809","809","0.94","0.94","0.94","809","809","809","0.99","0.99","0.99","809","809","809","0.97","0.97","0.97","809","809","809","1","1","1","809","809","809","0.85","0.85","0.85","809","809","809","0.99","0.99","0.99","809","809","809","1","1","1","809","809","809","0.9","0.9","0.9","809","809","809","0.99","0.99","0.99","809","809","809","0.99","0.99","0.99","809","809","809","0.97","0.97","0.97","809","809","809","1","1","1","809","809","809","1","1","1","809","809","809","0.95","0.95","0.95","809","809","809","1","1","1","809","809","809","1","1","1","809","809","809","0.97","0.97","0.97","809","809","809"
"810","1","1","1","810","810","810","1","1","1","810","810","810","0.99","0.99","0.99","810","810","810","0.94","0.94","0.94","810","810","810","0.99","0.99","0.99","810","810","810","0.96","0.96","0.96","810","810","810","1","1","1","810","810","810","0.85","0.85","0.85","810","810","810","0.99","0.99","0.99","810","810","810","1","1","1","810","810","810","0.9","0.9","0.9","810","810","810","0.99","0.99","0.99","810","810","810","0.99","0.99","0.99","810","810","810","0.96","0.96","0.96","810","810","810","1","1","1","810","810","810","1","1","1","810","810","810","0.95","0.95","0.95","810","810","810","1","1","1","810","810","810","1","1","1","810","810","810","0.97","0.97","0.97","810","810","810"
"811","1","1","1","811","811","811","1","1","1","811","811","811","0.99","0.99","0.99","811","811","811","0.94","0.94","0.94","811","811","811","0.99","0.99","0.99","811","811","811","0.95","0.95","0.95","811","811","811","1","1","1","811","811","811","0.85","0.85","0.85","811","811","811","0.99","0.99","0.99","811","811","811","1","1","1","811","811","811","0.9","0.9","0.9","811","811","811","0.99","0.99","0.99","811","811","811","0.99","0.99","0.99","811","811","811","0.96","0.96","0.96","811","811","811","1","1","1","811","811","811","1","1","1","811","811","811","0.95","0.95","0.95","811","811","811","1","1","1","811","811","811","1","1","1","811","811","811","0.97","0.97","0.97","811","811","811"
"812","1","1","1","812","812","812","1","1","1","812","812","812","0.99","0.99","0.99","812","812","812","0.94","0.94","0.94","812","812","812","0.99","0.99","0.99","812","812","812","0.94","0.94","0.94","812","812","812","1","1","1","812","812","812","0.85","0.85","0.85","812","812","812","0.99","0.99","0.99","812","812","812","1","1","1","812","812","812","0.9","0.9","0.9","812","812","812","0.99","0.99","0.99","812","812","812","0.99","0.99","0.99","812","812","812","0.96","0.96","0.96","812","812","812","1","1","1","812","812","812","1","1","1","812","812","812","0.95","0.95","0.95","812","812","812","1","1","1","812","812","812","1","1","1","812","812","812","0.97","0.97","0.97","812","812","812"
"813","0.99","0.99","0.99","813","813","813","1","1","1","813","813","813","0.99","0.99","0.99","813","813","813","0.94","0.94","0.94","813","813","813","0.99","0.99","0.99","813","813","813","0.94","0.94","0.94","813","813","813","1","1","1","813","813","813","0.85","0.85","0.85","813","813","813","0.99","0.99","0.99","813","813","813","1","1","1","813","813","813","0.9","0.9","0.9","813","813","813","0.99","0.99","0.99","813","813","813","0.99","0.99","0.99","813","813","813","0.96","0.96","0.96","813","813","813","1","1","1","813","813","813","1","1","1","813","813","813","0.95","0.95","0.95","813","813","813","1","1","1","813","813","813","1","1","1","813","813","813","0.97","0.97","0.97","813","813","813"
"814","0.99","0.99","0.99","814","814","814","1","1","1","814","814","814","0.99","0.99","0.99","814","814","814","0.94","0.94","0.94","814","814","814","0.99","0.99","0.99","814","814","814","0.93","0.93","0.93","814","814","814","1","1","1","814","814","814","0.85","0.85","0.85","814","814","814","0.99","0.99","0.99","814","814","814","1","1","1","814","814","814","0.9","0.9","0.9","814","814","814","0.99","0.99","0.99","814","814","814","0.98","0.98","0.98","814","814","814","0.96","0.96","0.96","814","814","814","1","1","1","814","814","814","1","1","1","814","814","814","0.95","0.95","0.95","814","814","814","1","1","1","814","814","814","1","1","1","814","814","814","0.97","0.97","0.97","814","814","814"
"815","0.98","0.98","0.98","815","815","815","1","1","1","815","815","815","0.99","0.99","0.99","815","815","815","0.94","0.94","0.94","815","815","815","1","1","1","815","815","815","0.93","0.93","0.93","815","815","815","1","1","1","815","815","815","0.86","0.86","0.86","815","815","815","0.99","0.99","0.99","815","815","815","1","1","1","815","815","815","0.9","0.9","0.9","815","815","815","0.99","0.99","0.99","815","815","815","0.98","0.98","0.98","815","815","815","0.96","0.96","0.96","815","815","815","1","1","1","815","815","815","1","1","1","815","815","815","0.95","0.95","0.95","815","815","815","1","1","1","815","815","815","1","1","1","815","815","815","0.97","0.97","0.97","815","815","815"
"816","0.97","0.97","0.97","816","816","816","1","1","1","816","816","816","0.99","0.99","0.99","816","816","816","0.94","0.94","0.94","816","816","816","1","1","1","816","816","816","0.92","0.92","0.92","816","816","816","1","1","1","816","816","816","0.86","0.86","0.86","816","816","816","0.99","0.99","0.99","816","816","816","1","1","1","816","816","816","0.9","0.9","0.9","816","816","816","0.99","0.99","0.99","816","816","816","0.98","0.98","0.98","816","816","816","0.96","0.96","0.96","816","816","816","1","1","1","816","816","816","1","1","1","816","816","816","0.95","0.95","0.95","816","816","816","1","1","1","816","816","816","1","1","1","816","816","816","0.97","0.97","0.97","816","816","816"
"817","0.97","0.97","0.97","817","817","817","1","1","1","817","817","817","0.99","0.99","0.99","817","817","817","0.94","0.94","0.94","817","817","817","1","1","1","817","817","817","0.92","0.92","0.92","817","817","817","1","1","1","817","817","817","0.86","0.86","0.86","817","817","817","0.99","0.99","0.99","817","817","817","1","1","1","817","817","817","0.9","0.9","0.9","817","817","817","0.99","0.99","0.99","817","817","817","0.98","0.98","0.98","817","817","817","0.96","0.96","0.96","817","817","817","1","1","1","817","817","817","1","1","1","817","817","817","0.95","0.95","0.95","817","817","817","1","1","1","817","817","817","1","1","1","817","817","817","0.97","0.97","0.97","817","817","817"
"818","0.97","0.97","0.97","818","818","818","1","1","1","818","818","818","0.99","0.99","0.99","818","818","818","0.94","0.94","0.94","818","818","818","1","1","1","818","818","818","0.92","0.92","0.92","818","818","818","1","1","1","818","818","818","0.86","0.86","0.86","818","818","818","1","1","1","818","818","818","1","1","1","818","818","818","0.9","0.9","0.9","818","818","818","0.98","0.98","0.98","818","818","818","0.98","0.98","0.98","818","818","818","0.96","0.96","0.96","818","818","818","0.99","0.99","0.99","818","818","818","1","1","1","818","818","818","0.95","0.95","0.95","818","818","818","1","1","1","818","818","818","1","1","1","818","818","818","0.97","0.97","0.97","818","818","818"
"819","0.97","0.97","0.97","819","819","819","1","1","1","819","819","819","0.99","0.99","0.99","819","819","819","0.94","0.94","0.94","819","819","819","1","1","1","819","819","819","0.92","0.92","0.92","819","819","819","1","1","1","819","819","819","0.86","0.86","0.86","819","819","819","1","1","1","819","819","819","1","1","1","819","819","819","0.9","0.9","0.9","819","819","819","0.98","0.98","0.98","819","819","819","0.98","0.98","0.98","819","819","819","0.96","0.96","0.96","819","819","819","0.98","0.98","0.98","819","819","819","1","1","1","819","819","819","0.95","0.95","0.95","819","819","819","1","1","1","819","819","819","1","1","1","819","819","819","0.97","0.97","0.97","819","819","819"
"820","0.97","0.97","0.97","820","820","820","1","1","1","820","820","820","0.99","0.99","0.99","820","820","820","0.94","0.94","0.94","820","820","820","1","1","1","820","820","820","0.92","0.92","0.92","820","820","820","0.99","0.99","0.99","820","820","820","0.86","0.86","0.86","820","820","820","1","1","1","820","820","820","1","1","1","820","820","820","0.9","0.9","0.9","820","820","820","0.98","0.98","0.98","820","820","820","0.98","0.98","0.98","820","820","820","0.96","0.96","0.96","820","820","820","0.98","0.98","0.98","820","820","820","1","1","1","820","820","820","0.95","0.95","0.95","820","820","820","1","1","1","820","820","820","1","1","1","820","820","820","0.97","0.97","0.97","820","820","820"
"821","0.96","0.96","0.96","821","821","821","1","1","1","821","821","821","0.99","0.99","0.99","821","821","821","0.94","0.94","0.94","821","821","821","1","1","1","821","821","821","0.92","0.92","0.92","821","821","821","0.99","0.99","0.99","821","821","821","0.86","0.86","0.86","821","821","821","1","1","1","821","821","821","1","1","1","821","821","821","0.9","0.9","0.9","821","821","821","0.98","0.98","0.98","821","821","821","0.98","0.98","0.98","821","821","821","0.96","0.96","0.96","821","821","821","0.97","0.97","0.97","821","821","821","1","1","1","821","821","821","0.95","0.95","0.95","821","821","821","1","1","1","821","821","821","1","1","1","821","821","821","0.97","0.97","0.97","821","821","821"
"822","0.95","0.95","0.95","822","822","822","1","1","1","822","822","822","0.99","0.99","0.99","822","822","822","0.94","0.94","0.94","822","822","822","1","1","1","822","822","822","0.92","0.92","0.92","822","822","822","0.99","0.99","0.99","822","822","822","0.86","0.86","0.86","822","822","822","1","1","1","822","822","822","1","1","1","822","822","822","0.9","0.9","0.9","822","822","822","0.98","0.98","0.98","822","822","822","0.98","0.98","0.98","822","822","822","0.96","0.96","0.96","822","822","822","0.97","0.97","0.97","822","822","822","1","1","1","822","822","822","0.95","0.95","0.95","822","822","822","1","1","1","822","822","822","1","1","1","822","822","822","0.97","0.97","0.97","822","822","822"
"823","0.94","0.94","0.94","823","823","823","1","1","1","823","823","823","0.99","0.99","0.99","823","823","823","0.94","0.94","0.94","823","823","823","1","1","1","823","823","823","0.92","0.92","0.92","823","823","823","0.99","0.99","0.99","823","823","823","0.86","0.86","0.86","823","823","823","1","1","1","823","823","823","1","1","1","823","823","823","0.9","0.9","0.9","823","823","823","0.98","0.98","0.98","823","823","823","0.98","0.98","0.98","823","823","823","0.96","0.96","0.96","823","823","823","0.97","0.97","0.97","823","823","823","1","1","1","823","823","823","0.95","0.95","0.95","823","823","823","0.99","0.99","0.99","823","823","823","1","1","1","823","823","823","0.97","0.97","0.97","823","823","823"
"824","0.93","0.93","0.93","824","824","824","1","1","1","824","824","824","0.99","0.99","0.99","824","824","824","0.94","0.94","0.94","824","824","824","1","1","1","824","824","824","0.92","0.92","0.92","824","824","824","0.99","0.99","0.99","824","824","824","0.86","0.86","0.86","824","824","824","1","1","1","824","824","824","1","1","1","824","824","824","0.9","0.9","0.9","824","824","824","0.98","0.98","0.98","824","824","824","0.98","0.98","0.98","824","824","824","0.96","0.96","0.96","824","824","824","0.97","0.97","0.97","824","824","824","1","1","1","824","824","824","0.95","0.95","0.95","824","824","824","0.99","0.99","0.99","824","824","824","1","1","1","824","824","824","0.97","0.97","0.97","824","824","824"
"825","0.92","0.92","0.92","825","825","825","1","1","1","825","825","825","0.99","0.99","0.99","825","825","825","0.94","0.94","0.94","825","825","825","1","1","1","825","825","825","0.92","0.92","0.92","825","825","825","0.99","0.99","0.99","825","825","825","0.86","0.86","0.86","825","825","825","1","1","1","825","825","825","1","1","1","825","825","825","0.9","0.9","0.9","825","825","825","0.97","0.97","0.97","825","825","825","0.98","0.98","0.98","825","825","825","0.96","0.96","0.96","825","825","825","0.97","0.97","0.97","825","825","825","1","1","1","825","825","825","0.95","0.95","0.95","825","825","825","0.99","0.99","0.99","825","825","825","1","1","1","825","825","825","0.97","0.97","0.97","825","825","825"
"826","0.91","0.91","0.91","826","826","826","1","1","1","826","826","826","0.99","0.99","0.99","826","826","826","0.94","0.94","0.94","826","826","826","1","1","1","826","826","826","0.92","0.92","0.92","826","826","826","0.99","0.99","0.99","826","826","826","0.86","0.86","0.86","826","826","826","1","1","1","826","826","826","1","1","1","826","826","826","0.9","0.9","0.9","826","826","826","0.97","0.97","0.97","826","826","826","0.98","0.98","0.98","826","826","826","0.96","0.96","0.96","826","826","826","0.96","0.96","0.96","826","826","826","1","1","1","826","826","826","0.95","0.95","0.95","826","826","826","0.99","0.99","0.99","826","826","826","1","1","1","826","826","826","0.97","0.97","0.97","826","826","826"
"827","0.9","0.9","0.9","827","827","827","1","1","1","827","827","827","0.99","0.99","0.99","827","827","827","0.94","0.94","0.94","827","827","827","1","1","1","827","827","827","0.92","0.92","0.92","827","827","827","0.99","0.99","0.99","827","827","827","0.86","0.86","0.86","827","827","827","1","1","1","827","827","827","1","1","1","827","827","827","0.9","0.9","0.9","827","827","827","0.96","0.96","0.96","827","827","827","0.98","0.98","0.98","827","827","827","0.96","0.96","0.96","827","827","827","0.96","0.96","0.96","827","827","827","1","1","1","827","827","827","0.95","0.95","0.95","827","827","827","0.99","0.99","0.99","827","827","827","1","1","1","827","827","827","0.98","0.98","0.98","827","827","827"
"828","0.89","0.89","0.89","828","828","828","1","1","1","828","828","828","0.99","0.99","0.99","828","828","828","0.94","0.94","0.94","828","828","828","1","1","1","828","828","828","0.92","0.92","0.92","828","828","828","0.99","0.99","0.99","828","828","828","0.86","0.86","0.86","828","828","828","1","1","1","828","828","828","1","1","1","828","828","828","0.9","0.9","0.9","828","828","828","0.96","0.96","0.96","828","828","828","0.98","0.98","0.98","828","828","828","0.96","0.96","0.96","828","828","828","0.96","0.96","0.96","828","828","828","1","1","1","828","828","828","0.95","0.95","0.95","828","828","828","0.99","0.99","0.99","828","828","828","1","1","1","828","828","828","0.98","0.98","0.98","828","828","828"
"829","0.88","0.88","0.88","829","829","829","1","1","1","829","829","829","1","1","1","829","829","829","0.94","0.94","0.94","829","829","829","1","1","1","829","829","829","0.92","0.92","0.92","829","829","829","0.99","0.99","0.99","829","829","829","0.86","0.86","0.86","829","829","829","1","1","1","829","829","829","1","1","1","829","829","829","0.9","0.9","0.9","829","829","829","0.96","0.96","0.96","829","829","829","0.98","0.98","0.98","829","829","829","0.96","0.96","0.96","829","829","829","0.96","0.96","0.96","829","829","829","1","1","1","829","829","829","0.95","0.95","0.95","829","829","829","0.99","0.99","0.99","829","829","829","1","1","1","829","829","829","0.98","0.98","0.98","829","829","829"
"830","0.87","0.87","0.87","830","830","830","1","1","1","830","830","830","1","1","1","830","830","830","0.94","0.94","0.94","830","830","830","1","1","1","830","830","830","0.92","0.92","0.92","830","830","830","0.99","0.99","0.99","830","830","830","0.86","0.86","0.86","830","830","830","1","1","1","830","830","830","1","1","1","830","830","830","0.9","0.9","0.9","830","830","830","0.95","0.95","0.95","830","830","830","0.98","0.98","0.98","830","830","830","0.96","0.96","0.96","830","830","830","0.96","0.96","0.96","830","830","830","1","1","1","830","830","830","0.95","0.95","0.95","830","830","830","0.99","0.99","0.99","830","830","830","1","1","1","830","830","830","0.98","0.98","0.98","830","830","830"
"831","0.86","0.86","0.86","831","831","831","1","1","1","831","831","831","1","1","1","831","831","831","0.94","0.94","0.94","831","831","831","1","1","1","831","831","831","0.92","0.92","0.92","831","831","831","0.99","0.99","0.99","831","831","831","0.86","0.86","0.86","831","831","831","1","1","1","831","831","831","1","1","1","831","831","831","0.9","0.9","0.9","831","831","831","0.95","0.95","0.95","831","831","831","0.98","0.98","0.98","831","831","831","0.96","0.96","0.96","831","831","831","0.96","0.96","0.96","831","831","831","1","1","1","831","831","831","0.95","0.95","0.95","831","831","831","0.99","0.99","0.99","831","831","831","1","1","1","831","831","831","0.98","0.98","0.98","831","831","831"
"832","0.85","0.85","0.85","832","832","832","0.99","0.99","0.99","832","832","832","1","1","1","832","832","832","0.94","0.94","0.94","832","832","832","1","1","1","832","832","832","0.92","0.92","0.92","832","832","832","0.99","0.99","0.99","832","832","832","0.86","0.86","0.86","832","832","832","1","1","1","832","832","832","1","1","1","832","832","832","0.9","0.9","0.9","832","832","832","0.95","0.95","0.95","832","832","832","0.98","0.98","0.98","832","832","832","0.96","0.96","0.96","832","832","832","0.96","0.96","0.96","832","832","832","1","1","1","832","832","832","0.95","0.95","0.95","832","832","832","0.99","0.99","0.99","832","832","832","1","1","1","832","832","832","0.98","0.98","0.98","832","832","832"
"833","0.85","0.85","0.85","833","833","833","0.99","0.99","0.99","833","833","833","1","1","1","833","833","833","0.94","0.94","0.94","833","833","833","1","1","1","833","833","833","0.92","0.92","0.92","833","833","833","0.99","0.99","0.99","833","833","833","0.86","0.86","0.86","833","833","833","1","1","1","833","833","833","1","1","1","833","833","833","0.9","0.9","0.9","833","833","833","0.94","0.94","0.94","833","833","833","0.98","0.98","0.98","833","833","833","0.96","0.96","0.96","833","833","833","0.96","0.96","0.96","833","833","833","1","1","1","833","833","833","0.95","0.95","0.95","833","833","833","0.99","0.99","0.99","833","833","833","1","1","1","833","833","833","0.98","0.98","0.98","833","833","833"
"834","0.84","0.84","0.84","834","834","834","0.99","0.99","0.99","834","834","834","1","1","1","834","834","834","0.94","0.94","0.94","834","834","834","1","1","1","834","834","834","0.92","0.92","0.92","834","834","834","0.99","0.99","0.99","834","834","834","0.86","0.86","0.86","834","834","834","1","1","1","834","834","834","1","1","1","834","834","834","0.9","0.9","0.9","834","834","834","0.94","0.94","0.94","834","834","834","0.98","0.98","0.98","834","834","834","0.96","0.96","0.96","834","834","834","0.96","0.96","0.96","834","834","834","1","1","1","834","834","834","0.95","0.95","0.95","834","834","834","0.99","0.99","0.99","834","834","834","1","1","1","834","834","834","0.98","0.98","0.98","834","834","834"
"835","0.84","0.84","0.84","835","835","835","0.99","0.99","0.99","835","835","835","1","1","1","835","835","835","0.94","0.94","0.94","835","835","835","1","1","1","835","835","835","0.92","0.92","0.92","835","835","835","0.99","0.99","0.99","835","835","835","0.86","0.86","0.86","835","835","835","0.99","0.99","0.99","835","835","835","1","1","1","835","835","835","0.9","0.9","0.9","835","835","835","0.94","0.94","0.94","835","835","835","0.98","0.98","0.98","835","835","835","0.96","0.96","0.96","835","835","835","0.96","0.96","0.96","835","835","835","1","1","1","835","835","835","0.94","0.94","0.94","835","835","835","0.99","0.99","0.99","835","835","835","1","1","1","835","835","835","0.98","0.98","0.98","835","835","835"
